Customer Name,Customer Mail ID,,Date and Time,Server Name,Server EMPID,Customer Age,Dining Preference,Room Preference,Sports Activity,Wellness,Pricing Pattern
Kevin Douglas,breweradrian@petersen.com,,30-11-2024 09:00,Amy,EMP2006,40,Yes,Standard,Yes,Gym,Low
Jay Mercado,wilkinsoncharles@yahoo.com,,03-09-2024 06:07,Dana,EMP2613,78,Yes,Standard,Yes,Pool,Low
Rose Wright,taylorgreen@hart-bailey.com,,25-02-2024 04:55,Timothy,EMP6724,50,Yes,Deluxe,Yes,Spa,High
Lisa Morrison,rjordan@hotmail.com,,17-07-2024 21:04,Debra,EMP2268,36,Yes,Deluxe,Yes,Pool,Medium
Andrew Thompson,matthew58@yahoo.com,,24-05-2024 14:46,Jamie,EMP8667,75,Yes,Standard,No,Spa,High
Rebecca Castro,stephensbenjamin@yahoo.com,,18-10-2024 19:27,Ashley,EMP4406,59,No,Suite,Yes,Spa,High
Gerald Mitchell,renee15@ingram-smith.com,,23-03-2024 00:51,Monica,EMP7269,79,No,Deluxe,Yes,Spa,Low
Stephanie Wells,jessicamartin@farmer-burnett.info,,14-09-2024 15:19,Daniel,EMP5418,21,No,Standard,No,Pool,Low
Michael Walters,kathyrush@yahoo.com,,20-07-2024 07:59,Samuel,EMP9293,65,No,Deluxe,Yes,Spa,High
Kyle Greene,hwang@walton.biz,,19-06-2024 04:58,Tammy,EMP1577,64,Yes,Deluxe,No,Spa,High
Laura Krause,lhayes@yahoo.com,,19-06-2024 22:14,Keith,EMP4177,40,No,Standard,Yes,Gym,High
Cheryl Hanson,qpierce@yahoo.com,,28-10-2024 19:39,Lindsey,EMP6470,57,Yes,Suite,Yes,Gym,Low
Christian Lee,jsmith@yahoo.com,,10-10-2024 02:56,Jennifer,EMP5638,20,No,Standard,Yes,Spa,Medium
Sandra Riley,veronicagonzalez@gmail.com,,16-02-2024 01:02,Mary,EMP6915,20,Yes,Suite,No,Pool,Low
Kevin Baldwin,lewiskristi@carlson.org,,18-05-2024 13:35,Darlene,EMP3005,36,Yes,Deluxe,No,Gym,High
Joseph Bradley,bakerelizabeth@young-sanchez.com,,25-07-2024 00:23,Aaron,EMP9519,71,No,Suite,Yes,Gym,Medium
Linda Jones,nataliemejia@hotmail.com,,31-05-2024 12:40,Jennifer,EMP4060,21,No,Deluxe,Yes,Gym,Low
Kenneth Lane,ldavis@yahoo.com,,21-11-2024 17:18,Christopher,EMP2528,70,Yes,Suite,Yes,Gym,Low
Ryan Wallace,sarah87@burton.org,,21-11-2024 06:39,Krista,EMP7934,65,No,Standard,Yes,Spa,High
Gregory Vega,wwilson@yahoo.com,,19-03-2024 20:52,Lisa,EMP6944,27,No,Suite,Yes,Spa,Low
Thomas Jones,johnmeyer@harvey-howell.com,,27-12-2023 09:31,Sydney,EMP9321,64,No,Suite,Yes,Pool,Low
Jason Martinez,tedwards@ramirez-jefferson.com,,19-10-2024 06:09,Jorge,EMP9355,55,No,Standard,Yes,Pool,Low
Misty Black,emason@mayer.com,,14-04-2024 21:57,Rebecca,EMP8805,25,No,Suite,Yes,Gym,High
Laurie Smith,john04@garcia.net,,24-03-2024 04:24,Jerry,EMP8378,30,No,Deluxe,No,Gym,High
Jessica Rogers,samuel05@yahoo.com,,17-11-2024 16:47,Linda,EMP3583,74,No,Suite,Yes,Pool,High
Derek Taylor,brendabanks@palmer.com,,15-07-2024 13:18,Keith,EMP8935,20,No,Suite,Yes,Spa,High
Allison Strickland,kennethhall@conner.biz,,10-11-2024 00:12,Stephanie,EMP8035,63,No,Suite,Yes,Pool,High
Heather Hall,michellemartin@hotmail.com,,21-05-2024 06:54,Kimberly,EMP6984,47,Yes,Suite,No,Gym,Low
Carolyn Bowman,kellyadrian@anderson-hayes.com,,21-01-2024 13:58,Kristin,EMP6731,26,No,Standard,Yes,Gym,Low
Maria Murphy,christine45@yahoo.com,,24-07-2024 16:11,John,EMP8789,50,Yes,Deluxe,No,Pool,Medium
James Perez,michelle98@yahoo.com,,12-07-2024 02:48,Kyle,EMP5041,45,Yes,Deluxe,Yes,Pool,High
Alicia Ferrell,alejandrosolomon@hotmail.com,,05-10-2024 21:36,Christine,EMP8131,29,No,Deluxe,No,Pool,Medium
Scott Jensen,corozco@yahoo.com,,18-09-2024 19:13,Brenda,EMP5150,53,No,Deluxe,Yes,Pool,Medium
Norman Brewer,wbarr@gmail.com,,08-03-2024 19:00,Ronald,EMP4466,48,Yes,Suite,No,Pool,High
Jeffrey Oneal,coopergary@taylor.com,,03-07-2024 00:00,Tiffany,EMP1149,58,No,Suite,No,Pool,Low
William Leonard,vscott@lee.com,,17-07-2024 20:47,Patricia,EMP7388,40,Yes,Standard,No,Spa,Low
Jack Stokes,thompsonwilliam@palmer.info,,19-01-2024 12:43,Joshua,EMP1822,74,No,Deluxe,Yes,Gym,Low
John Wong,sean32@ferguson.biz,,15-04-2024 13:55,Cheryl,EMP6697,78,No,Suite,Yes,Spa,Medium
Paul Hart,christina70@hotmail.com,,15-06-2024 08:52,Christopher,EMP9035,60,No,Standard,No,Gym,Low
Travis Alexander,rrojas@johnson-walker.com,,12-07-2024 01:23,Carlos,EMP1698,69,No,Suite,Yes,Gym,Low
Kristen Johnson,kbailey@brown-young.com,,18-05-2024 00:50,Katrina,EMP6833,40,No,Suite,No,Gym,Medium
Hannah Castillo,maryvasquez@schmidt-baker.com,,26-07-2024 01:21,Jose,EMP7248,65,No,Deluxe,No,Gym,Low
Erika Williamson,djohnson@day-smith.com,,09-04-2024 05:14,William,EMP6982,43,Yes,Standard,No,Pool,High
Jessica Barker,bateschristie@bentley-stephenson.net,,14-11-2024 15:33,Michele,EMP6396,32,Yes,Suite,No,Gym,Low
Lisa Williams,nrobinson@wolfe.org,,11-02-2024 09:54,Daniel,EMP6319,30,No,Deluxe,No,Gym,High
Christopher Smith,nroach@hurley.org,,08-12-2024 15:41,Ian,EMP6310,66,No,Deluxe,Yes,Spa,Low
Ryan Wade,moseselizabeth@yahoo.com,,15-10-2024 08:37,Edward,EMP7138,78,No,Suite,Yes,Gym,Low
Sally Sutton,casey93@gmail.com,,03-01-2024 03:25,Elizabeth,EMP5604,46,Yes,Suite,Yes,Pool,Low
Crystal Griffin,carrjames@gmail.com,,18-09-2024 17:54,Matthew,EMP6042,69,No,Deluxe,No,Pool,Low
Cynthia Hall,thancock@holmes.com,,23-12-2023 14:12,Erica,EMP8579,37,Yes,Deluxe,Yes,Spa,Medium
Joseph Carroll,bobbyleonard@fowler.com,,01-01-2024 15:17,Sarah,EMP7035,19,Yes,Suite,Yes,Gym,Low
Sarah Clark,westjason@contreras.com,,11-02-2024 09:37,Christina,EMP4427,33,Yes,Standard,No,Pool,Low
Mrs. Chloe Robertson DVM,rosslisa@butler.com,,10-11-2024 09:11,Kelly,EMP2507,22,No,Standard,No,Gym,Medium
Catherine Reilly,jonathan70@hotmail.com,,05-02-2024 21:55,Monica,EMP1825,68,Yes,Deluxe,No,Pool,Medium
Robert Martin,fbrown@yahoo.com,,15-05-2024 03:01,Zachary,EMP9051,65,No,Standard,Yes,Spa,High
Kevin Owens,qfleming@yahoo.com,,15-07-2024 14:36,Harold,EMP5400,74,No,Standard,No,Spa,Medium
Katherine Rodriguez,walkergordon@gmail.com,,18-12-2023 11:40,Stephanie,EMP4585,20,Yes,Deluxe,No,Pool,Medium
Timothy Lee,cgarcia@flores.net,,06-01-2024 22:08,Laura,EMP7336,68,Yes,Suite,Yes,Spa,High
Nicole Parker,kennethperry@daniels-schmidt.biz,,29-11-2024 17:39,Cheryl,EMP4287,47,No,Suite,Yes,Pool,High
Elizabeth Bell,fullershannon@bell.biz,,04-10-2024 01:55,Chloe,EMP4259,22,Yes,Deluxe,Yes,Pool,Low
Kelsey Farmer,michellestewart@wright-mckay.net,,04-06-2024 15:45,Courtney,EMP9213,22,Yes,Standard,No,Spa,Low
Juan Osborne,angela57@kelly.biz,,31-10-2024 03:51,Sherry,EMP5827,34,No,Deluxe,Yes,Spa,High
Brittany Ryan,paulcampbell@ramos.net,,27-04-2024 05:35,Elizabeth,EMP2388,63,No,Standard,Yes,Pool,Low
Marcus Glover,monroealicia@allison.biz,,24-07-2024 14:14,April,EMP8759,80,Yes,Suite,No,Gym,Low
Angela Olson,osbornejennifer@chavez-hutchinson.com,,13-08-2024 20:48,Denise,EMP9288,18,No,Suite,Yes,Gym,Low
Amy Stewart,martha35@yahoo.com,,02-07-2024 01:13,Heather,EMP4708,25,No,Standard,No,Gym,High
Pamela Adams,dawn39@byrd.org,,27-01-2024 06:45,Jose,EMP6700,71,No,Suite,No,Gym,Medium
Lauren Powell,fergusonkathleen@jones.org,,14-12-2024 01:22,Andrew,EMP2691,60,No,Deluxe,No,Gym,Medium
David Carter,hectorpratt@fischer-cunningham.org,,20-03-2024 10:39,Carrie,EMP9925,35,No,Standard,No,Pool,Low
Manuel Henry,andrew83@gmail.com,,26-02-2024 19:37,Christina,EMP7857,73,No,Deluxe,Yes,Pool,Medium
Gregory Brown,michaelcampos@hotmail.com,,22-12-2023 18:32,Diane,EMP9871,18,Yes,Standard,Yes,Pool,Low
William Foster,benjaminprice@gmail.com,,27-08-2024 02:24,Darrell,EMP7122,68,No,Suite,No,Spa,Medium
Whitney Mejia,darlene49@gomez-clark.com,,21-11-2024 05:45,Cheryl,EMP7542,54,Yes,Suite,Yes,Pool,High
Connie Thomas,curtisdavid@gmail.com,,08-08-2024 02:39,Joseph,EMP7969,71,No,Standard,Yes,Gym,High
Amy Moore,samanthawright@davis.biz,,12-03-2024 19:48,Alexander,EMP5628,27,Yes,Suite,No,Pool,Low
Anne Lewis,cassidyking@doyle-olson.biz,,06-10-2024 06:44,Carla,EMP6546,74,Yes,Standard,Yes,Gym,High
Douglas Mckenzie,jimenezstephen@powers.com,,26-02-2024 04:29,Michelle,EMP6160,54,Yes,Standard,Yes,Pool,High
Jose Parsons,eric60@robinson-ellis.com,,15-11-2024 12:48,Zachary,EMP2885,44,Yes,Suite,Yes,Gym,High
John Contreras,kimberlysmith@martinez-banks.net,,05-10-2024 15:11,Jessica,EMP1833,70,Yes,Standard,No,Spa,High
Bryan Miranda,imontgomery@gmail.com,,02-02-2024 17:44,Antonio,EMP4506,72,No,Standard,Yes,Spa,High
Tina Simon,gregorymorgan@nicholson.com,,08-04-2024 19:52,William,EMP5162,34,No,Deluxe,No,Spa,Medium
Sarah Manning,nkirk@snyder.com,,14-08-2024 21:43,Traci,EMP1766,65,Yes,Standard,Yes,Spa,Medium
Allison Montes,watsoncheryl@yahoo.com,,29-12-2023 12:26,Joseph,EMP7853,69,Yes,Deluxe,No,Gym,Medium
Dennis Garcia,michaelwilliams@gmail.com,,27-09-2024 04:42,Ian,EMP7782,44,Yes,Suite,Yes,Gym,Low
Heather Collins,scott71@davis.biz,,23-03-2024 13:17,Terri,EMP2199,26,No,Standard,Yes,Spa,Medium
Emily Brock,gallen@brown.com,,20-11-2024 14:41,Jason,EMP5537,26,Yes,Deluxe,Yes,Pool,High
Crystal Riley,mcgrathnicole@gmail.com,,21-08-2024 09:26,James,EMP8897,23,Yes,Standard,Yes,Spa,Medium
Joshua Williams,shannon59@hotmail.com,,01-02-2024 00:27,Patricia,EMP9709,79,No,Standard,No,Pool,Low
Christopher Hayes,edward19@chen.com,,07-07-2024 04:06,Joseph,EMP8858,38,Yes,Standard,No,Spa,High
Carolyn Sanchez,reedmichael@cooper.com,,20-11-2024 13:50,Jodi,EMP5757,53,Yes,Deluxe,No,Gym,Low
Nancy Garrett,lmcgee@hotmail.com,,27-08-2024 08:07,James,EMP7628,79,Yes,Deluxe,Yes,Pool,High
Sean Ingram,ravencastillo@peterson.com,,11-08-2024 18:01,Matthew,EMP5793,29,No,Suite,Yes,Gym,Medium
Kevin Bush,robinjohnson@yahoo.com,,05-12-2024 14:20,Ryan,EMP2840,63,No,Suite,Yes,Gym,High
Jodi Vega,dakotapope@yahoo.com,,26-10-2024 02:31,Emily,EMP4878,23,No,Deluxe,No,Spa,Low
William Jacobs,zcox@may.info,,06-06-2024 00:01,Stephen,EMP6146,45,No,Standard,No,Pool,Low
Chad Mccullough,phahn@fritz.com,,17-11-2024 20:01,John,EMP5144,58,Yes,Standard,Yes,Pool,Low
Mike Ibarra,sarahparker@navarro.com,,24-07-2024 02:04,Michael,EMP9445,74,Yes,Standard,Yes,Spa,Low
Megan Perkins,nchang@cantrell-howard.com,,12-11-2024 14:47,Melissa,EMP3332,39,Yes,Deluxe,Yes,Pool,High
Steven Mayer MD,andre66@meza-day.com,,01-06-2024 14:51,Ryan,EMP2156,46,No,Deluxe,No,Pool,Medium
Amy Miller,kyle88@hotmail.com,,01-02-2024 22:33,Emily,EMP1676,19,No,Deluxe,Yes,Gym,Medium
Kimberly Martin,dawnhoward@yahoo.com,,22-08-2024 16:57,Derrick,EMP8302,40,No,Deluxe,Yes,Gym,Medium
Jennifer Morgan,hughesbecky@yahoo.com,,11-02-2024 00:18,Jeffrey,EMP1281,60,No,Standard,No,Pool,Low
Susan Stewart,olivermelissa@gmail.com,,13-06-2024 15:51,Lisa,EMP7019,26,Yes,Standard,Yes,Gym,High
Sydney Gonzales,martinmckenzie@adams.com,,10-06-2024 14:49,Richard,EMP4392,39,No,Suite,No,Spa,Medium
Aaron Garcia,durhamallison@yahoo.com,,25-05-2024 05:27,Edward,EMP9375,60,Yes,Standard,No,Spa,High
Jonathan Johns,xnunez@yahoo.com,,07-09-2024 23:36,Emily,EMP2519,44,Yes,Suite,Yes,Pool,Medium
Hunter Mendoza,aguilarpaul@sutton.biz,,03-04-2024 23:32,Dwayne,EMP8624,80,Yes,Standard,No,Pool,High
Ashley Chang,portertracy@harris.com,,16-02-2024 04:37,Lisa,EMP7277,65,No,Deluxe,Yes,Spa,High
Linda Gutierrez,thoffman@stokes-johnson.biz,,08-04-2024 07:42,Craig,EMP1814,28,Yes,Deluxe,No,Gym,High
Oscar Torres,qhunter@gmail.com,,24-10-2024 12:58,Crystal,EMP3553,59,No,Suite,No,Gym,Medium
Cheryl Peterson,matthew15@yahoo.com,,05-01-2024 13:08,Traci,EMP1187,25,No,Standard,No,Spa,Medium
Debra Holland,shawn37@sanders.net,,29-10-2024 16:04,John,EMP4312,45,Yes,Deluxe,Yes,Gym,Medium
Linda Gates,romeropatricia@bailey.com,,28-02-2024 05:20,Brandon,EMP6286,55,No,Suite,Yes,Gym,High
Austin Branch,rperez@hoffman-williams.com,,07-09-2024 12:30,Shawn,EMP8911,50,Yes,Suite,Yes,Pool,High
Bridget English,elizabeth60@yahoo.com,,23-01-2024 11:18,Luis,EMP6021,66,No,Suite,Yes,Gym,Low
Nicholas Taylor,blackdavid@yahoo.com,,30-09-2024 23:58,Jade,EMP1152,18,Yes,Standard,No,Spa,High
Christina Cole,christopher05@lee.com,,30-11-2024 18:48,Sue,EMP2116,29,No,Suite,No,Pool,High
Wendy Sharp,pwoodard@smith-hayes.biz,,24-08-2024 04:03,Michael,EMP7585,76,Yes,Suite,Yes,Gym,High
Brittany Evans,deannashaffer@moore.net,,11-08-2024 23:49,Zachary,EMP3551,39,Yes,Deluxe,No,Gym,High
Rodney Hernandez,wyattgarcia@hodges.com,,16-10-2024 15:05,Robert,EMP4949,76,No,Deluxe,Yes,Spa,High
Dustin Martin,fjohnson@gmail.com,,29-05-2024 20:41,Ryan,EMP3247,42,Yes,Suite,Yes,Spa,Medium
Dennis Watson,lowedylan@lopez.com,,10-05-2024 02:43,Christopher,EMP4780,58,Yes,Suite,Yes,Gym,Medium
Susan Lopez,patrick70@hotmail.com,,18-09-2024 21:49,Scott,EMP7261,34,No,Standard,Yes,Pool,Medium
Sharon Cook,bruceconner@webster.net,,31-05-2024 15:16,Robert,EMP4895,22,Yes,Deluxe,Yes,Pool,High
Marc Macias,hillsamantha@anthony.com,,30-03-2024 12:41,Adam,EMP5576,35,Yes,Standard,Yes,Pool,Low
Robert Jones,nathancaldwell@hotmail.com,,25-04-2024 11:13,Shawn,EMP4267,30,Yes,Deluxe,No,Spa,High
Jason Smith,emilybridges@taylor.biz,,02-06-2024 06:46,Jonathon,EMP4317,56,No,Deluxe,No,Spa,Low
Bobby Haynes,gina70@gmail.com,,23-06-2024 09:30,Crystal,EMP1533,79,Yes,Deluxe,No,Gym,Low
Barbara Schultz,susan46@james-brown.com,,20-06-2024 09:39,Justin,EMP5300,30,Yes,Suite,Yes,Pool,Medium
Kristin Gray,agonzales@gmail.com,,16-05-2024 19:16,Justin,EMP3198,43,Yes,Standard,Yes,Gym,Low
Natalie Fuller,webbtodd@yahoo.com,,20-05-2024 20:47,Jason,EMP1049,62,Yes,Suite,Yes,Pool,High
Anthony Torres,matthewhuff@gmail.com,,17-08-2024 15:53,Jeremiah,EMP5467,57,No,Deluxe,No,Spa,Low
Richard Walter,ericchoi@vasquez-smith.com,,08-06-2024 02:22,Cathy,EMP7240,59,Yes,Suite,Yes,Spa,Low
Molly Smith,michael42@hoffman.com,,01-05-2024 04:43,Raymond,EMP8980,56,No,Deluxe,Yes,Spa,Low
William Cruz,hesterthomas@thompson.com,,29-05-2024 16:57,Patrick,EMP2921,66,Yes,Standard,Yes,Pool,Medium
Tina Norris,pattonmadeline@nelson-barnes.biz,,25-12-2023 11:32,David,EMP6082,48,Yes,Standard,No,Gym,High
Brooke Willis,gravesjuan@yahoo.com,,15-02-2024 01:44,Amanda,EMP3697,73,Yes,Suite,No,Spa,Low
Brian Escobar,jharris@yahoo.com,,07-05-2024 22:06,Susan,EMP8550,68,Yes,Standard,No,Gym,High
Patrick Smith,joshua46@levine.com,,20-11-2024 09:21,Catherine,EMP1043,33,Yes,Deluxe,No,Gym,Low
Nathan Foster,pbradley@taylor.com,,20-12-2023 17:44,Anthony,EMP8195,32,No,Deluxe,Yes,Pool,Low
Patrick Schultz,ajames@kim.com,,02-12-2024 02:24,Catherine,EMP5116,46,Yes,Suite,Yes,Pool,Medium
Lorraine Cruz,deborah12@hotmail.com,,20-07-2024 18:17,Justin,EMP8830,69,Yes,Standard,Yes,Spa,Low
Kristy Johnson,nunezmaria@hotmail.com,,31-01-2024 12:09,James,EMP3553,45,Yes,Standard,Yes,Pool,Low
David Moreno,ramseymegan@caldwell.com,,28-07-2024 11:05,Tim,EMP9003,19,Yes,Deluxe,No,Spa,Low
Glenda Cunningham,jerrysimon@hotmail.com,,26-04-2024 15:13,Timothy,EMP6863,74,Yes,Suite,Yes,Pool,Low
Ryan Nguyen,meghan44@gmail.com,,04-02-2024 21:37,Hannah,EMP2682,42,No,Standard,Yes,Gym,High
Sean Morris,ryaningram@hotmail.com,,11-01-2024 14:42,Brooke,EMP2017,23,No,Suite,Yes,Spa,High
Nicole Greer,hdavis@morris.com,,01-05-2024 05:52,Felicia,EMP2791,18,Yes,Standard,Yes,Gym,Low
Thomas Stevens,mirandachristensen@powell-mullen.com,,03-09-2024 15:49,Sara,EMP7888,21,Yes,Standard,No,Gym,High
Brandon Peck,catherine34@ashley-snyder.net,,14-11-2024 05:18,Amanda,EMP9556,44,Yes,Suite,Yes,Gym,High
Ana Maldonado,campbellchristopher@hotmail.com,,16-02-2024 05:46,Jonathan,EMP6337,59,No,Standard,Yes,Spa,Medium
John Marshall,johnsondeanna@ramirez.org,,26-06-2024 15:41,Luis,EMP3692,73,No,Standard,Yes,Gym,Medium
Katherine Bennett,watkinsandre@yahoo.com,,08-06-2024 22:31,Daniel,EMP8025,47,No,Deluxe,Yes,Gym,Low
Michael Hoffman,smithstacy@yahoo.com,,29-11-2024 12:04,Audrey,EMP5322,39,Yes,Standard,Yes,Spa,Medium
Amber Harris,connor42@gonzalez.com,,01-09-2024 11:32,Emily,EMP5735,80,No,Deluxe,No,Spa,Low
Amy Jackson,michaeljones@skinner.com,,11-12-2024 09:27,Katherine,EMP4206,51,Yes,Standard,No,Gym,High
Benjamin Hendricks,julie97@gmail.com,,02-07-2024 13:50,Daniel,EMP5521,39,No,Suite,No,Spa,Medium
Rachael Strickland,youngkimberly@gmail.com,,27-03-2024 15:20,Wesley,EMP9255,73,No,Standard,No,Gym,Low
Jessica Flores,elizabeth93@rodriguez.org,,12-09-2024 18:52,Elizabeth,EMP8862,30,No,Standard,No,Pool,Medium
Tyler Edwards,sharris@gmail.com,,23-09-2024 01:30,Samantha,EMP9911,78,No,Suite,Yes,Pool,Low
Jamie Hernandez,frankwood@wood.com,,02-07-2024 05:56,Nicole,EMP3930,46,Yes,Standard,Yes,Pool,High
Donna Caldwell,danielmejia@hotmail.com,,27-03-2024 23:47,Michelle,EMP2297,42,Yes,Deluxe,Yes,Gym,Medium
Alexandra Jenkins,nicole45@yahoo.com,,08-10-2024 06:25,Larry,EMP5201,52,Yes,Deluxe,Yes,Spa,Medium
Rebecca Cox,dorseyvalerie@gmail.com,,12-02-2024 01:27,Robert,EMP4588,49,Yes,Suite,No,Pool,Low
Sarah Bray,trose@hotmail.com,,05-02-2024 14:42,Amanda,EMP6825,40,Yes,Suite,No,Gym,Low
Matthew Lee,williamsrobert@hotmail.com,,28-11-2024 19:10,Rita,EMP1303,77,Yes,Suite,No,Pool,Medium
James Fleming,albert02@gmail.com,,03-04-2024 12:26,Emily,EMP5828,23,Yes,Suite,No,Pool,Medium
Jessica Martin,yroberson@edwards.com,,29-02-2024 11:46,Ricky,EMP7259,45,No,Deluxe,Yes,Pool,Medium
Pamela Clark,oneillsandra@monroe.com,,10-08-2024 20:46,Christopher,EMP6118,73,Yes,Standard,Yes,Gym,Medium
Tracy Vazquez,joserussell@jacobson.org,,30-04-2024 03:43,Kathryn,EMP3951,46,Yes,Deluxe,No,Pool,Medium
Tony Robinson,nicolegarrett@hotmail.com,,09-05-2024 08:52,Marcus,EMP9082,76,Yes,Suite,No,Gym,High
Christina Hamilton,carlanderson@gmail.com,,07-03-2024 20:54,Shawn,EMP3717,63,No,Deluxe,Yes,Pool,Medium
Ronald Rich,juliethompson@woods.com,,07-01-2024 13:58,Samuel,EMP4570,62,No,Suite,Yes,Gym,Medium
Dustin Butler,ismith@hotmail.com,,04-08-2024 09:51,Julie,EMP6087,78,No,Deluxe,No,Pool,Low
Eric Prince,halljoseph@yahoo.com,,25-08-2024 15:12,Jim,EMP6851,73,Yes,Deluxe,No,Spa,Low
Mallory Smith,sanderskristen@hotmail.com,,01-06-2024 21:37,James,EMP2171,39,Yes,Deluxe,No,Spa,Medium
Robin Ford,ywilliams@kline.com,,13-01-2024 11:46,Chelsea,EMP4237,59,No,Suite,No,Pool,Medium
Cheryl Smith,davidcohen@gmail.com,,15-06-2024 03:51,Sarah,EMP7446,52,Yes,Suite,No,Spa,High
Tiffany Barnett,mercermatthew@diaz.org,,17-09-2024 08:33,Robert,EMP5003,41,Yes,Standard,No,Spa,Medium
Erin Carpenter,lopezryan@gmail.com,,27-03-2024 06:11,Jacqueline,EMP4120,18,No,Suite,Yes,Gym,High
Steven Robinson,parksrobert@gmail.com,,06-08-2024 10:09,Shawn,EMP4043,22,Yes,Standard,No,Gym,Medium
Charles Morris,jrodriguez@yahoo.com,,17-01-2024 10:50,Karen,EMP5812,32,Yes,Deluxe,No,Gym,Medium
Jacob Parker,robertsamanda@yahoo.com,,01-01-2024 05:58,John,EMP1599,55,Yes,Suite,Yes,Spa,Medium
Loretta Manning,moralescassandra@reynolds.org,,04-10-2024 06:22,Tammy,EMP6292,34,No,Deluxe,No,Gym,High
Erin Shaw,lauraolson@james-nielsen.com,,02-03-2024 00:58,Samantha,EMP7955,36,Yes,Deluxe,Yes,Gym,Low
Russell Carlson DVM,xbrown@miller-cohen.com,,13-10-2024 10:45,Haley,EMP9528,61,No,Standard,No,Pool,Medium
Catherine Walker,vschmitt@gmail.com,,09-07-2024 20:07,Alex,EMP2090,80,Yes,Deluxe,No,Gym,Low
Justin Mills,jpittman@yahoo.com,,14-01-2024 12:29,Patrick,EMP3276,61,No,Standard,No,Pool,High
Katherine Fisher,pamela16@garcia.com,,21-08-2024 06:44,Kristy,EMP2545,35,Yes,Standard,Yes,Spa,Low
Jeremy Green,stephanie87@elliott-atkinson.net,,09-10-2024 19:44,Matthew,EMP2829,25,No,Deluxe,No,Gym,High
Cindy Brown,wrightcindy@hotmail.com,,20-03-2024 21:29,Stephanie,EMP1101,27,Yes,Suite,No,Gym,Medium
Dean Shah,ashleyshepard@yahoo.com,,26-06-2024 07:45,Douglas,EMP3409,61,Yes,Deluxe,No,Spa,Medium
Kara Freeman,richardlogan@gmail.com,,03-01-2024 02:43,Jennifer,EMP6123,23,Yes,Standard,No,Spa,Medium
Jennifer Short,tlong@price-castro.com,,14-11-2024 01:29,James,EMP8519,62,No,Deluxe,No,Pool,Low
David Martinez,kkim@moore.com,,14-06-2024 14:28,Barbara,EMP8200,49,No,Suite,No,Spa,Low
Brittany Smith,apatton@mason-ramirez.com,,12-05-2024 10:20,Danielle,EMP4009,52,No,Suite,Yes,Spa,Low
Mrs. Kaitlyn Rodriguez,wardduane@simmons.com,,05-12-2024 23:29,Jennifer,EMP2632,67,No,Deluxe,Yes,Spa,High
Kimberly Hall,gescobar@bailey-hernandez.com,,12-06-2024 17:28,Jonathan,EMP2514,20,Yes,Deluxe,No,Pool,Medium
Patrick Mullins,huffmanstanley@figueroa.com,,11-03-2024 00:58,Paula,EMP3368,43,No,Standard,No,Pool,High
John Huynh,perezeric@yahoo.com,,27-10-2024 16:40,Edgar,EMP8437,21,Yes,Deluxe,No,Spa,High
Justin Wilson,shanewebb@estrada-keith.net,,21-07-2024 14:27,Melissa,EMP9430,58,Yes,Standard,Yes,Spa,Low
Brandon Davis,pdavis@kelley.com,,06-08-2024 21:31,Alisha,EMP2722,78,No,Standard,Yes,Gym,High
Casey Santos,gomezchelsea@hotmail.com,,26-06-2024 14:15,Roy,EMP6423,64,Yes,Standard,No,Gym,Low
Heather Torres,jesusturner@waters.org,,16-12-2024 21:13,Christy,EMP5159,61,No,Suite,No,Gym,High
Gregory Flores,davidhall@hawkins.net,,28-10-2024 01:43,Kevin,EMP1194,44,Yes,Standard,No,Spa,Medium
Ann Ortiz,halljoseph@hotmail.com,,10-11-2024 04:05,Dawn,EMP8459,52,No,Deluxe,Yes,Spa,High
Randy Robinson,knightashley@gmail.com,,12-11-2024 09:51,Renee,EMP4436,44,No,Standard,No,Pool,Medium
Nathaniel Ramirez,jennifer83@hotmail.com,,25-01-2024 14:53,Jennifer,EMP8190,23,No,Standard,No,Pool,High
Crystal Wilcox,johnsonjames@gmail.com,,15-08-2024 03:21,Alicia,EMP4847,77,Yes,Standard,No,Gym,High
Mary Ford,timothyschaefer@gmail.com,,22-10-2024 22:56,Isaac,EMP5948,72,No,Deluxe,No,Spa,High
Lori Williamson,nunezamber@harrison-moore.org,,14-12-2024 17:31,Patricia,EMP5220,68,Yes,Standard,No,Gym,High
Luis Villa,bwalker@jackson.org,,17-05-2024 09:12,Morgan,EMP6826,41,No,Suite,Yes,Gym,Low
Michael Adams,daughertycourtney@yahoo.com,,06-04-2024 15:19,Amber,EMP3223,52,Yes,Standard,No,Pool,High
Nicole Ross,lfarley@hotmail.com,,24-08-2024 03:16,Kyle,EMP4878,49,No,Deluxe,No,Spa,Medium
Kimberly Miller,william13@irwin.org,,19-05-2024 03:05,Alan,EMP4066,63,No,Deluxe,Yes,Spa,Low
Theresa Scott,karenwilliams@banks.com,,03-08-2024 09:36,Morgan,EMP7641,69,No,Deluxe,Yes,Pool,High
Laura Meyer,maurice01@yahoo.com,,22-11-2024 18:15,Amber,EMP8347,45,No,Suite,No,Gym,High
Mr. Matthew Marquez,jamesmcdonald@norman.com,,18-01-2024 14:51,Danielle,EMP7469,56,Yes,Deluxe,No,Pool,High
Joseph Wilson,mercedes40@yahoo.com,,10-09-2024 12:57,David,EMP7261,26,Yes,Suite,No,Spa,Medium
